bench,bank11,bank12,bank21,bank22,unroll1,unroll2,unroll3,target_clk,estimate_clk,est_min_lat,est_max_lat,est_bram,est_dsp,est_ff,est_lut,est_read_lat,est_compute_lat,est_write_lat
gemm-dse:gemm-1-1-1-0-0-0-3,2,2,2,1,1,1,6,4.0,2.92,1097761,1097761,96,32,5367,4996,32776,1048584,16391
gemm-dse:gemm-3-1-1-2-0-1-4,4,2,2,3,1,2,8,4.0,2.92,835625,835625,108,254,23374,12476,32777,786442,16400
gemm-dse:gemm-2-0-1-1-0-0-0,3,1,2,2,1,1,1,4.0,2.92,6340645,6340645,106,4,4700,4492,32777,6291471,16391
gemm-dse:gemm-2-0-1-0-3-1-1,3,1,2,1,6,2,2,4.0,2.92,356629,356629,104,1408,103219,39159,32777,307456,16391
gemm-dse:gemm-0-0-3-2-4-0-1,1,1,4,3,8,1,2,4.0,2.92,2646047,2646047,108,36,8175,8395,32777,2596864,16401
gemm-dse:gemm-1-2-1-3-0-0-2,2,3,2,4,1,1,4,4.0,2.92,1097766,1097766,118,48,7254,8344,32777,1048593,16390
gemm-dse:gemm-0-1-0-3-3-3-2,1,2,1,4,6,6,4,4.0,2.92,193044,193044,94,512,41855,17341,32776,143872,16391
gemm-dse:gemm-2-0-3-1-0-4-3,3,1,4,2,1,8,6,4.0,2.92,835620,835620,106,256,23644,12147,32777,786447,16390
gemm-dse:gemm-0-3-0-2-1-1-3,1,4,1,3,2,2,6,4.0,2.92,311341,311341,102,426,35733,19809,32777,262157,16401
gemm-dse:gemm-3-0-3-0-1-1-1,4,1,4,1,2,2,2,4.0,2.92,426005,426005,98,380,30756,17415,32776,376832,16391
gemm-dse:gemm-2-0-2-0-2-2-4,3,1,3,1,4,4,8,4.0,2.92,581699,581699,110,1024,83403,43002,32777,532515,16401
gemm-dse:gemm-1-1-0-1-3-1-1,2,2,1,2,6,2,2,4.0,2.92,324116,324116,96,1536,106889,35585,32776,274944,16391
gemm-dse:gemm-2-0-3-1-1-1-2,3,1,4,2,2,2,4,4.0,2.92,606264,606264,106,512,43674,31188,32777,557091,16390
gemm-dse:gemm-2-1-0-0-4-4-2,3,2,1,1,8,8,4,4.0,2.92,573589,573589,115,2048,156116,64695,32777,524415,16391
gemm-dse:gemm-2-1-2-2-4-1-1,3,2,3,3,8,2,2,4.0,2.92,344159,344159,122,2050,165486,78692,32778,294974,16401
gemm-dse:gemm-1-1-1-1-0-3-1,2,2,2,2,1,6,2,4.0,2.92,573468,573468,98,192,16507,9466,32776,524295,16391
gemm-dse:gemm-0-2-0-0-2-3-1,1,3,1,1,4,6,2,4.0,2.92,573524,573524,103,1026,86389,55683,32777,524350,16391
gemm-dse:gemm-1-2-2-3-4-1-4,2,3,3,4,8,2,8,4.0,2.92,245816,245816,134,2050,154295,81733,32778,196631,16401
gemm-dse:gemm-1-0-3-2-0-3-4,2,1,4,3,1,6,8,4.0,2.92,1097766,1097766,110,82,11957,15714,32777,1048582,16401
gemm-dse:gemm-3-3-1-2-3-2-3,4,4,2,3,6,4,6,4.0,2.92,374568,374568,108,1548,111864,43471,32777,325386,16400
gemm-dse:gemm-1-2-3-1-4-3-2,2,3,4,2,8,6,4,4.0,2.92,184364,184364,118,2050,150440,76715,32777,135191,16390
gemm-dse:gemm-2-3-1-2-2-4-3,3,4,2,3,4,8,6,4.0,2.92,196658,196658,140,1026,84371,45235,32778,147474,16400
gemm-dse:gemm-0-3-3-1-3-0-4,1,4,4,2,6,1,8,4.0,2.92,2455571,2455571,98,192,17755,9293,32776,2406400,16390
gemm-dse:gemm-2-2-3-2-1-4-3,3,3,4,3,2,8,6,4.0,2.92,507982,507982,122,518,68059,80970,32778,458797,16401
gemm-dse:gemm-3-0-0-3-1-0-1,4,1,1,4,2,1,2,4.0,2.92,2392084,2392084,98,64,7196,4623,32776,2342912,16391
gemm-dse:gemm-2-3-0-0-1-3-2,3,4,1,1,2,6,4,4.0,2.92,573492,573492,127,512,46375,29719,32777,524318,16391
gemm-dse:gemm-0-3-3-2-1-4-3,1,4,4,3,2,8,6,4.0,2.92,442411,442411,114,494,40667,24114,32777,393227,16401
gemm-dse:gemm-1-1-0-2-2-0-0,2,2,1,3,4,1,1,4.0,2.92,6742047,6742047,102,18,6959,6981,32777,6692864,16401
gemm-dse:gemm-1-0-3-2-2-0-2,2,1,4,3,4,1,4,4.0,2.92,1703967,1703967,110,66,10386,7011,32777,1654784,16401
gemm-dse:gemm-3-2-2-3-0-3-1,4,3,3,4,1,6,2,4.0,2.92,245812,245812,146,258,29560,36295,32778,196627,16401
gemm-dse:gemm-3-0-3-1-2-4-4,4,1,4,2,4,8,8,4.0,2.92,180254,180254,98,912,66841,28307,32776,131082,16390
gemm-dse:gemm-0-3-0-3-2-3-3,1,4,1,4,4,6,6,4.0,2.92,180259,180259,98,1024,75080,26641,32776,131086,16391
gemm-dse:gemm-2-3-1-0-3-3-1,3,4,2,1,6,6,2,4.0,2.92,316181,316181,128,1536,111519,41167,32777,267008,16391
gemm-dse:gemm-3-3-1-0-0-3-0,4,4,2,1,1,6,1,4.0,2.92,11714580,11714580,96,24,4265,6361,32776,11665408,16391
gemm-dse:gemm-3-3-1-1-4-3-1,4,4,2,2,8,6,2,4.0,2.92,213030,213030,98,2048,141609,47999,32776,163857,16391
gemm-dse:gemm-1-2-2-0-1-0-0,2,3,3,1,2,1,1,4.0,2.92,7225376,7225376,122,14,6504,5873,32778,7176192,16401
gemm-dse:gemm-3-3-2-1-1-1-1,4,4,3,2,2,2,2,4.0,2.92,376873,376873,108,512,41611,18277,32777,327689,16401
gemm-dse:gemm-3-0-3-1-4-3-2,4,1,4,2,8,6,4,4.0,2.92,114728,114728,98,2048,145017,51537,32776,65556,16390
gemm-dse:gemm-3-3-2-2-0-4-0,4,4,3,3,1,8,1,4.0,2.92,8044576,8044576,102,34,7653,8178,32778,7995392,16401
gemm-dse:gemm-0-1-1-3-2-1-3,1,2,2,4,4,2,6,4.0,2.92,311328,311328,94,832,61986,27630,32776,262156,16390
gemm-dse:gemm-2-3-3-3-3-2-2,3,4,4,4,6,4,4,4.0,2.92,170260,170260,130,1560,113978,43192,32777,121088,16390
gemm-dse:gemm-1-3-3-2-1-2-4,2,4,4,3,2,4,8,4.0,2.92,442410,442410,114,506,41869,23044,32777,393226,16401
gemm-dse:gemm-2-0-3-2-0-1-4,3,1,4,3,1,2,8,4.0,2.92,835652,835652,122,258,27804,27206,32778,786467,16401
gemm-dse:gemm-0-3-3-2-1-0-3,1,4,4,3,2,1,6,4.0,2.92,2392095,2392095,114,66,9262,6506,32777,2342912,16401
gemm-dse:gemm-2-3-0-2-3-2-0,3,4,1,3,6,4,1,4.0,2.92,13905952,13905952,134,134,37253,24189,32778,13856768,16401
gemm-dse:gemm-1-0-2-2-1-3-1,2,1,3,3,2,6,2,4.0,2.92,573485,573485,98,298,29700,22954,32778,524300,16401
gemm-dse:gemm-2-1-0-0-3-2-0,3,2,1,1,6,4,1,4.0,2.92,10932245,10932245,115,120,25602,18403,32777,10883072,16391
gemm-dse:gemm-2-0-2-2-0-4-0,3,1,3,3,1,8,1,4.0,2.92,10666016,10666016,110,34,12157,8720,32778,10616832,16401
gemm-dse:gemm-3-2-2-1-2-2-2,4,3,3,2,4,4,4,4.0,2.92,442449,442449,140,1026,87486,53294,32778,393264,16401
gemm-dse:gemm-2-2-3-3-0-0-4,3,3,4,4,1,1,8,4.0,2.92,835623,835623,106,34,9400,8940,32778,786449,16390
gemm-dse:gemm-1-2-2-2-3-0-1,2,3,3,3,6,1,2,4.0,2.92,2374688,2374688,122,244,32220,20902,32778,2325504,16401
gemm-dse:gemm-3-0-2-3-1-3-3,4,1,3,4,2,6,6,4.0,2.92,311338,311338,114,392,33819,20018,32777,262154,16401
gemm-dse:gemm-3-3-0-2-0-4-0,4,4,1,3,1,8,1,4.0,2.92,8011807,8011807,102,34,6666,6850,32777,7962624,16401
gemm-dse:gemm-2-3-3-0-1-0-2,3,4,4,1,2,1,4,4.0,2.92,1884191,1884191,130,64,8870,8987,32777,1835018,16391
gemm-dse:gemm-1-1-3-2-1-0-3,2,2,4,3,2,1,6,4.0,2.92,1556511,1556511,114,66,9900,6317,32777,1507328,16401
gemm-dse:gemm-0-3-3-2-0-2-4,1,4,4,3,1,4,8,4.0,2.92,573481,573481,114,134,15254,14433,32777,524297,16401
gemm-dse:gemm-2-0-3-0-2-1-3,3,1,4,1,4,2,6,4.0,2.92,311354,311354,106,1024,81774,41344,32777,262180,16391
gemm-dse:gemm-2-3-2-1-1-2-1,3,4,3,2,2,4,2,4.0,2.92,376881,376881,140,512,45473,31213,32777,327697,16401
gemm-dse:gemm-3-0-3-0-4-2-0,4,1,4,1,8,4,1,4.0,2.92,7753748,7753748,98,128,12612,9878,32776,7704576,16391
gemm-dse:gemm-2-2-1-2-3-4-4,3,3,2,3,6,8,8,4.0,2.92,390697,390697,116,1588,143323,55994,32778,341514,16400
gemm-dse:gemm-2-3-2-1-3-1-2,3,4,3,2,6,2,4,4.0,2.92,166175,166175,140,1536,112703,41720,32777,116992,16401
gemm-dse:gemm-1-1-3-3-2-3-4,2,2,4,4,4,6,8,4.0,2.92,180254,180254,98,928,67364,26755,32776,131082,16390
gemm-dse:gemm-3-2-1-3-2-3-3,4,3,2,4,4,6,6,4.0,2.92,114731,114731,130,1026,83913,52061,32777,65558,16390
gemm-dse:gemm-2-2-0-2-3-3-4,3,3,1,3,6,6,8,4.0,2.92,344362,344362,110,1590,146320,56081,32778,295178,16401
gemm-dse:gemm-0-3-3-3-1-0-3,1,4,4,4,2,1,6,4.0,2.92,2392083,2392083,98,64,7145,5659,32776,2342912,16390
gemm-dse:gemm-1-0-2-0-1-0-4,2,1,3,1,2,1,8,4.0,2.92,1687583,1687583,98,64,8724,5118,32777,1638400,16401
gemm-dse:gemm-2-2-0-3-3-3-0,3,3,1,4,6,6,1,4.0,2.92,33137686,33137686,106,398,60965,50916,32778,33088512,16391
gemm-dse:gemm-3-2-2-3-4-4-3,4,3,3,4,8,8,6,4.0,2.92,245841,245841,146,2050,162061,79229,32778,196656,16401
gemm-dse:gemm-2-1-0-2-0-4-0,3,2,1,3,1,8,1,4.0,2.92,10731562,10731562,122,34,10741,9596,32778,10682378,16401
gemm-dse:gemm-3-2-3-3-2-4-1,4,3,4,4,4,8,2,4.0,2.92,98346,98346,130,1026,82468,52834,32777,49173,16390
gemm-dse:gemm-2-3-0-2-2-4-3,3,4,1,3,4,8,6,4.0,2.92,245819,245819,134,1026,84750,45279,32778,196634,16401
gemm-dse:gemm-3-2-3-2-4-4-3,4,3,4,3,8,8,6,4.0,2.92,98356,98356,146,2052,155783,77701,32777,49172,16401
gemm-dse:gemm-1-1-0-3-4-3-1,2,2,1,4,8,6,2,4.0,2.92,180276,180276,98,2048,143257,49373,32776,131103,16391
gemm-dse:gemm-2-0-2-2-3-1-2,3,1,3,3,6,2,4,4.0,2.92,339754,339754,110,1574,117419,48285,32778,290570,16401
gemm-dse:gemm-2-0-1-0-2-3-0,3,1,2,1,4,6,1,4.0,2.92,15958037,15958037,104,96,23492,16204,32777,15908864,16391
gemm-dse:gemm-2-2-3-0-2-1-2,3,3,4,1,4,2,4,4.0,2.92,573517,573517,106,1026,87767,47677,32778,524342,16391
gemm-dse:gemm-0-1-2-2-3-1-1,1,2,3,3,6,2,2,4.0,2.92,330282,330282,98,1318,97725,39255,32778,281098,16401
gemm-dse:gemm-3-2-2-3-1-1-2,4,3,3,4,2,2,4,4.0,2.92,245810,245810,146,514,45812,44222,32778,196625,16401
gemm-dse:gemm-2-3-3-0-3-2-0,3,4,4,1,6,4,1,4.0,2.92,11157525,11157525,130,120,29224,19784,32777,11108352,16391
gemm-dse:gemm-3-3-0-2-3-2-2,4,4,1,3,6,4,4,4.0,2.92,376361,376361,102,1550,114974,43784,32777,327178,16401
gemm-dse:gemm-0-3-0-1-1-3-4,1,4,1,2,2,6,8,4.0,2.92,311330,311330,96,456,35931,17866,32776,262157,16391
gemm-dse:gemm-2-3-0-1-1-0-3,3,4,1,2,2,1,6,4.0,2.92,1884191,1884191,128,64,8979,9000,32777,1835018,16391
gemm-dse:gemm-0-2-2-1-4-4-0,1,3,3,2,8,8,1,4.0,2.92,10608672,10608672,116,386,74177,39494,32778,10559488,16401
gemm-dse:gemm-3-0-0-2-0-4-4,4,1,1,3,1,8,8,4.0,2.92,573483,573483,102,174,16890,9284,32777,524299,16401
gemm-dse:gemm-1-0-1-3-4-1-3,2,1,2,4,8,2,6,4.0,2.92,180268,180268,94,2048,145548,53482,32776,131096,16390
gemm-dse:gemm-0-2-0-1-4-4-4,1,3,1,2,8,8,8,4.0,2.92,311381,311381,104,2050,157843,79878,32777,262207,16391
gemm-dse:gemm-2-2-3-0-2-0-4,3,3,4,1,4,1,8,4.0,2.92,1851424,1851424,106,130,28308,16878,32778,1802250,16391
gemm-dse:gemm-2-0-2-2-3-0-2,3,1,3,3,6,1,4,4.0,2.92,1946656,1946656,110,230,28907,17345,32778,1897472,16401
gemm-dse:gemm-2-0-0-0-3-4-4,3,1,1,1,6,8,8,4.0,2.92,606741,606741,103,1536,112874,41190,32777,557568,16391
gemm-dse:gemm-0-1-2-2-2-2-0,1,2,3,3,4,4,1,4.0,2.92,10715168,10715168,98,66,13580,17290,32778,10665984,16401
gemm-dse:gemm-2-0-2-1-2-3-1,3,1,3,2,4,6,2,4.0,2.92,467011,467011,116,1024,82719,43646,32777,417827,16401
gemm-dse:gemm-2-2-3-0-0-2-2,3,3,4,1,1,4,4,4.0,2.92,573475,573475,106,258,24659,19746,32778,524300,16391
gemm-dse:gemm-3-0-0-3-0-2-3,4,1,1,4,1,4,6,4.0,2.92,573471,573471,98,172,15161,7544,32776,524298,16391
gemm-dse:gemm-3-2-3-0-0-4-4,4,3,4,1,1,8,8,4.0,2.92,573473,573473,130,258,23980,14999,32777,524299,16391
gemm-dse:gemm-1-3-0-3-1-2-2,2,4,1,4,2,4,4,4.0,2.92,180252,180252,98,384,30654,13708,32776,131079,16391
gemm-dse:gemm-2-2-1-2-4-3-4,3,3,2,3,8,6,8,4.0,2.92,311353,311353,116,2054,166909,82416,32778,262169,16400
gemm-dse:gemm-0-2-1-0-4-4-0,1,3,2,1,8,8,1,4.0,2.92,10317845,10317845,104,386,60294,34911,32777,10268672,16391
gemm-dse:gemm-1-0-1-0-3-4-1,2,1,2,1,6,8,2,4.0,2.92,348180,348180,92,1536,108616,35703,32776,299008,16391
gemm-dse:gemm-3-2-2-0-0-3-0,4,3,3,1,1,6,1,4.0,2.92,32129056,32129056,134,62,14645,11025,32778,32079872,16401
gemm-dse:gemm-2-0-1-1-0-2-3,3,1,2,2,1,4,6,4.0,2.92,1163321,1163321,106,256,25628,24648,32777,1114147,16391
gemm-dse:gemm-1-0-3-0-0-3-2,2,1,4,1,1,6,4,4.0,2.92,1327125,1327125,94,84,9112,6012,32776,1277952,16391
gemm-dse:gemm-3-0-0-1-2-0-0,4,1,1,2,4,1,1,4.0,2.92,6545428,6545428,96,16,4054,4085,32776,6496256,16391
gemm-dse:gemm-0-3-3-0-1-0-2,1,4,4,1,2,1,4,4.0,2.92,2392084,2392084,98,64,7058,4785,32776,2342912,16391
gemm-dse:gemm-2-1-2-3-3-0-4,3,2,3,4,6,1,8,4.0,2.92,1912863,1912863,134,216,25550,23250,32777,1863680,16401
gemm-dse:gemm-2-0-2-3-2-1-4,3,1,3,4,4,2,8,4.0,2.92,360515,360515,122,1024,82602,43524,32777,311331,16401
gemm-dse:gemm-3-0-3-3-1-0-1,4,1,4,4,2,1,2,4.0,2.92,2392083,2392083,98,64,7328,5388,32776,2342912,16390
gemm-dse:gemm-1-2-3-0-1-2-0,2,3,4,1,2,4,1,4.0,2.92,13008917,13008917,118,50,10642,9922,32777,12959744,16391
gemm-dse:gemm-3-0-0-3-2-3-2,4,1,1,4,4,6,4,4.0,2.92,180259,180259,98,880,65438,27460,32776,131086,16391
gemm-dse:gemm-3-3-0-3-3-1-1,4,4,1,4,6,2,2,4.0,2.92,185876,185876,98,1536,107816,36854,32776,136704,16391
gemm-dse:gemm-1-0-3-1-4-2-3,2,1,4,2,8,4,6,4.0,2.92,225307,225307,94,2016,144926,53133,32776,176135,16390
gemm-dse:gemm-0-0-3-3-4-1-4,1,1,4,4,8,2,8,4.0,2.92,311325,311325,92,2032,147089,54614,32776,262153,16390
gemm-dse:gemm-0-1-0-1-4-1-4,1,2,1,2,8,2,8,4.0,2.92,311380,311380,92,1968,139108,49597,32776,262207,16391
gemm-dse:gemm-2-3-0-0-3-4-4,3,4,1,1,6,8,8,4.0,2.92,594453,594453,127,1536,113147,41313,32777,545280,16391
gemm-dse:gemm-0-3-0-3-2-1-4,1,4,1,4,4,2,8,4.0,2.92,180259,180259,98,1024,75080,26641,32776,131086,16391
gemm-dse:gemm-3-2-1-1-4-3-2,4,3,2,2,8,6,4,4.0,2.92,217128,217128,130,2050,149635,74279,32777,167954,16391
gemm-dse:gemm-1-3-3-2-0-3-1,2,4,4,3,1,6,2,4.0,2.92,344105,344105,114,130,15703,13519,32777,294921,16401
gemm-dse:gemm-3-3-3-1-2-4-0,4,4,4,2,4,8,1,4.0,2.92,7659539,7659539,98,128,13440,11954,32776,7610368,16390
gemm-dse:gemm-1-0-3-1-1-0-2,2,1,4,2,2,1,4,4.0,2.92,1622035,1622035,94,64,7339,4843,32776,1572864,16390
gemm-dse:gemm-3-0-0-3-0-1-0,4,1,1,4,1,2,1,4.0,2.92,7782420,7782420,98,8,2768,3075,32776,7733248,16391
gemm-dse:gemm-2-3-1-2-4-1-1,3,4,2,3,8,2,2,4.0,2.92,196675,196675,140,2050,159561,71089,32778,147491,16400
gemm-dse:gemm-2-3-2-2-4-1-4,3,4,3,3,8,2,8,4.0,2.92,344134,344134,134,2050,162119,78798,32778,294949,16401
gemm-dse:gemm-2-3-0-2-1-2-4,3,4,1,3,2,4,8,4.0,2.92,245814,245814,134,514,47771,32395,32778,196629,16401
gemm-dse:gemm-2-2-3-3-0-3-4,3,3,4,4,1,6,8,4.0,2.92,344101,344101,106,258,25538,20855,32778,294927,16390
gemm-dse:gemm-3-2-1-2-0-2-3,4,3,2,3,1,4,6,4.0,2.92,835633,835633,140,262,27768,36722,32777,786450,16400
gemm-dse:gemm-0-2-3-3-3-0-2,1,3,4,4,6,1,4,4.0,2.92,2893332,2893332,106,206,25487,19098,32777,2844160,16390
gemm-dse:gemm-0-3-1-2-4-2-2,1,4,2,3,8,4,4,4.0,2.92,196655,196655,108,2018,146090,57576,32777,147472,16400
gemm-dse:gemm-2-1-2-1-0-4-4,3,2,3,2,1,8,8,4.0,2.92,442423,442423,128,256,26611,25010,32777,393239,16401
gemm-dse:gemm-1-1-1-0-4-3-2,2,2,2,1,8,6,4,4.0,2.92,311380,311380,96,1972,137495,49035,32776,262207,16391
gemm-dse:gemm-0-0-3-3-0-1-0,1,1,4,4,1,2,1,4.0,2.92,7782419,7782419,92,8,3125,3509,32776,7733248,16390
gemm-dse:gemm-1-1-0-2-0-0-0,2,2,1,3,1,1,1,4.0,2.92,6340650,6340650,102,8,4748,4600,32777,6291466,16401
gemm-dse:gemm-2-2-2-2-4-4-4,3,3,3,3,8,8,8,4.0,2.92,344143,344143,110,2052,170362,89464,32778,294958,16401
gemm-dse:gemm-0-1-1-0-2-2-0,1,2,2,1,4,4,1,4.0,2.92,7757844,7757844,92,64,7258,6204,32776,7708672,16391
gemm-dse:gemm-2-1-3-0-3-3-1,3,2,4,1,6,6,2,4.0,2.92,348437,348437,118,1308,98578,38447,32777,299264,16391
gemm-dse:gemm-3-2-1-3-3-0-3,4,3,2,4,6,1,6,4.0,2.92,1523988,1523988,130,204,37473,20713,32777,1474816,16390
gemm-dse:gemm-0-2-3-0-4-2-3,1,3,4,1,8,4,6,4.0,2.92,262201,262201,106,2050,149980,79789,32777,213027,16391
gemm-dse:gemm-1-1-1-0-4-1-3,2,2,2,1,8,2,6,4.0,2.92,311380,311380,96,1972,137495,49035,32776,262207,16391
gemm-dse:gemm-0-2-1-3-3-1-0,1,3,2,4,6,2,1,4.0,2.92,13438996,13438996,106,86,13989,11303,32777,13389824,16390
gemm-dse:gemm-2-0-3-2-1-2-4,3,1,4,3,2,4,8,4.0,2.92,442437,442437,122,514,45570,35712,32778,393252,16401
gemm-dse:gemm-3-0-0-0-4-0-0,4,1,1,1,8,1,1,4.0,2.92,6541332,6541332,95,32,5467,5100,32776,6492160,16391
gemm-dse:gemm-1-0-0-0-0-3-0,2,1,1,1,1,6,1,4.0,2.92,11714580,11714580,91,24,3928,4285,32776,11665408,16391
gemm-dse:gemm-2-0-0-0-2-2-2,3,1,1,1,4,4,4,4.0,2.92,573525,573525,103,1024,82864,41259,32777,524351,16391
gemm-dse:gemm-0-1-3-3-1-2-2,1,2,4,4,2,4,4,4.0,2.92,573466,573466,94,300,25262,17879,32776,524294,16390
gemm-dse:gemm-0-2-0-2-4-3-1,1,3,1,3,8,6,2,4.0,2.92,245846,245846,110,2052,157611,85610,32777,196662,16401
gemm-dse:gemm-2-3-1-1-2-4-1,3,4,2,2,4,8,2,4.0,2.92,213031,213031,130,1024,79639,41334,32777,163857,16391
gemm-dse:gemm-3-2-0-2-1-3-4,4,3,1,3,2,6,8,4.0,2.92,344131,344131,134,518,47711,44198,32777,294947,16401
gemm-dse:gemm-2-1-2-3-3-1-0,3,2,3,4,6,2,1,4.0,2.92,10999839,10999839,134,72,19434,14302,32777,10950656,16401
gemm-dse:gemm-1-0-3-1-4-2-0,2,1,4,2,8,4,1,4.0,2.92,7753747,7753747,94,128,12655,10287,32776,7704576,16390
gemm-dse:gemm-3-0-2-0-4-1-1,4,1,3,1,8,2,2,4.0,2.92,573481,573481,102,2048,151816,56130,32777,524297,16401
gemm-dse:gemm-0-3-3-0-0-4-1,1,4,4,1,1,8,2,4.0,2.92,901141,901141,98,128,12241,6680,32776,851968,16391
gemm-dse:gemm-0-3-2-2-3-3-1,1,4,3,3,6,6,2,4.0,2.92,326186,326186,102,1574,114113,43086,32778,277002,16401
gemm-dse:gemm-3-2-1-3-4-3-2,4,3,2,4,8,6,4,4.0,2.92,135206,135206,130,2050,147471,74234,32777,86033,16390
gemm-dse:gemm-1-0-3-0-0-4-1,2,1,4,1,1,8,2,4.0,2.92,1327125,1327125,94,84,9112,6012,32776,1277952,16391
gemm-dse:gemm-1-0-3-3-4-2-0,2,1,4,4,8,4,1,4.0,2.92,7753747,7753747,94,128,12896,10517,32776,7704576,16390
gemm-dse:gemm-0-3-3-3-2-0-4,1,4,4,4,4,1,8,4.0,2.92,2383891,2383891,98,128,12008,7590,32776,2334720,16390
gemm-dse:gemm-2-0-0-3-0-0-4,3,1,1,4,1,1,8,4.0,2.92,2146344,2146344,106,32,6691,5483,32777,2097170,16391
gemm-dse:gemm-2-3-0-3-1-3-3,3,4,1,4,2,6,6,4.0,2.92,180268,180268,130,512,43092,29870,32777,131094,16391
gemm-dse:gemm-2-3-0-1-0-0-0,3,4,1,2,1,1,1,4.0,2.92,6340645,6340645,128,4,4194,4377,32777,6291471,16391
gemm-dse:gemm-3-2-0-1-2-4-1,4,3,1,2,4,8,2,4.0,2.92,311375,311375,128,1026,81510,50293,32777,262201,16391
gemm-dse:gemm-3-0-0-0-2-3-0,4,1,1,1,4,6,1,4.0,2.92,11690004,11690004,95,96,10310,10142,32776,11640832,16391
gemm-dse:gemm-0-2-3-0-0-2-4,1,3,4,1,1,4,8,4.0,2.92,1392672,1392672,106,258,25910,15574,32777,1343498,16391
gemm-dse:gemm-3-0-1-2-3-3-1,4,1,2,3,6,6,2,4.0,2.92,377640,377640,108,1548,113876,42775,32777,328458,16400
gemm-dse:gemm-1-0-3-0-4-4-1,2,1,4,1,8,8,2,4.0,2.92,241685,241685,94,2024,145042,52995,32776,192512,16391
gemm-dse:gemm-0-3-2-2-3-1-3,1,4,3,3,6,2,6,4.0,2.92,326186,326186,102,1574,114113,43086,32778,277002,16401
gemm-dse:gemm-1-3-2-2-4-4-1,2,4,3,3,8,8,2,4.0,2.92,344107,344107,102,2050,152613,65784,32778,294922,16401
gemm-dse:gemm-1-2-2-1-0-2-4,2,3,3,2,1,4,8,4.0,2.92,442426,442426,128,258,29481,38721,32778,393241,16401
gemm-dse:gemm-2-3-1-1-3-0-1,3,4,2,2,6,1,2,4.0,2.92,1912853,1912853,130,216,23767,19042,32777,1863680,16391
gemm-dse:gemm-2-1-2-1-1-2-0,3,2,3,2,2,4,1,4.0,2.92,10469407,10469407,128,32,10428,9156,32777,10420224,16401
gemm-dse:gemm-0-3-0-3-4-2-0,1,4,1,4,8,4,1,4.0,2.92,7753748,7753748,98,128,12669,9850,32776,7704576,16391
gemm-dse:gemm-1-2-1-1-1-0-2,2,3,2,2,2,1,4,4.0,2.92,2097183,2097183,118,66,11097,9526,32777,2048010,16391
gemm-dse:gemm-3-3-0-3-4-2-0,4,4,1,4,8,4,1,4.0,2.92,7753748,7753748,98,128,13525,12939,32776,7704576,16391
gemm-dse:gemm-0-3-0-0-1-4-1,1,4,1,1,2,8,2,4.0,2.92,573490,573490,95,512,39616,18682,32776,524317,16391
gemm-dse:gemm-0-3-0-1-4-1-3,1,4,1,2,8,2,6,4.0,2.92,311380,311380,96,2048,142361,51502,32776,262207,16391
gemm-dse:gemm-2-1-2-3-0-3-2,3,2,3,4,1,6,4,4.0,2.92,737343,737343,134,256,27295,24965,32777,688159,16401
gemm-dse:gemm-2-0-1-0-3-3-2,3,1,2,1,6,6,4,4.0,2.92,356629,356629,104,1408,103219,39159,32777,307456,16391
gemm-dse:gemm-1-1-3-2-4-4-4,2,2,4,3,8,8,8,4.0,2.92,122925,122925,114,2050,150761,55748,32777,73741,16401
gemm-dse:gemm-0-0-0-1-2-4-2,1,1,1,2,4,8,4,4.0,2.92,573489,573489,90,1024,75546,32650,32776,524316,16391
gemm-dse:gemm-0-2-3-3-2-1-0,1,3,4,4,4,2,1,4.0,2.92,12935188,12935188,106,50,10056,9186,32777,12886016,16390
gemm-dse:gemm-2-3-0-3-3-1-2,3,4,1,4,6,2,4,4.0,2.92,189205,189205,130,1536,110524,41093,32777,140032,16391
gemm-dse:gemm-0-3-1-0-3-4-1,1,4,2,1,6,8,2,4.0,2.92,317204,317204,96,1440,102098,34416,32776,268032,16391
gemm-dse:gemm-3-1-2-0-4-0-1,4,2,3,1,8,1,2,4.0,2.92,1138719,1138719,102,256,24833,12928,32777,1089536,16401
gemm-dse:gemm-1-2-2-3-1-2-4,2,3,3,4,2,4,8,4.0,2.92,245818,245818,134,514,47628,43066,32778,196633,16401
gemm-dse:gemm-2-0-0-1-0-1-1,3,1,1,2,1,2,2,4.0,2.92,835643,835643,104,256,24841,23901,32777,786469,16391
gemm-dse:gemm-0-3-1-2-1-1-1,1,4,2,3,2,2,2,4.0,2.92,311336,311336,108,426,35229,19770,32777,262153,16400
gemm-dse:gemm-3-1-3-1-3-2-4,4,2,4,2,6,4,8,4.0,2.92,210963,210963,98,1536,109221,37353,32776,161792,16390
gemm-dse:gemm-2-3-1-2-2-0-0,3,4,2,3,4,1,1,4.0,2.92,7208991,7208991,140,18,9844,8779,32778,7159808,16400
gemm-dse:gemm-0-0-0-3-0-0-2,1,1,1,4,1,1,4,4.0,2.92,2146331,2146331,92,16,3406,3276,32776,2097158,16391
gemm-dse:gemm-2-1-2-1-0-1-0,3,2,3,2,1,2,1,4.0,2.92,13156394,13156394,128,8,5155,5081,32777,13107211,16401
gemm-dse:gemm-2-2-2-0-2-0-3,3,3,3,1,4,1,6,4.0,2.92,1851434,1851434,110,130,30042,17300,32778,1802250,16401
gemm-dse:gemm-1-2-0-1-3-2-4,2,3,1,2,6,4,8,4.0,2.92,335135,335135,116,1548,114979,48309,32777,285962,16391
