bench,bank11,bank12,bank21,bank22,unroll1,unroll2,unroll3,target_clk,estimate_clk,est_min_lat,est_max_lat,est_bram,est_dsp,est_ff,est_lut,est_read_lat,est_compute_lat,est_write_lat
gemm-dse:gemm-0-3-3-3-2-1-0,1,4,4,4,4,2,1,4.0,2.92,7823379,7823379,98,32,5603,6476,32776,7774208,16390
gemm-dse:gemm-2-1-3-0-4-2-2,3,2,4,1,8,4,4,4.0,2.92,262189,262189,118,2048,153290,64500,32777,213015,16391
gemm-dse:gemm-1-0-2-3-4-0-3,2,1,3,4,8,1,6,4.0,2.92,2711583,2711583,110,64,11392,9670,32777,2662400,16401
gemm-dse:gemm-0-3-1-2-1-3-2,1,4,2,3,2,6,4,4.0,2.92,311336,311336,108,426,35229,19770,32777,262153,16400
gemm-dse:gemm-0-1-2-3-3-4-2,1,2,3,4,6,8,4,4.0,2.92,195103,195103,110,1024,75339,27483,32777,145920,16401
gemm-dse:gemm-1-1-0-0-2-0-3,2,2,1,1,4,1,6,4.0,2.92,1474580,1474580,95,128,12463,6302,32776,1425408,16391
gemm-dse:gemm-2-2-2-1-3-3-2,3,3,3,2,6,6,4,4.0,2.92,202784,202784,116,1574,143342,50798,32778,153600,16401
gemm-dse:gemm-1-0-2-2-1-4-2,2,1,3,3,2,8,4,4.0,2.92,573485,573485,98,298,29700,22954,32778,524300,16401
gemm-dse:gemm-0-2-0-0-1-0-2,1,3,1,1,2,1,4,4.0,2.92,3194911,3194911,103,66,10183,9128,32777,3145738,16391
gemm-dse:gemm-1-0-3-3-3-1-4,2,1,4,4,6,2,8,4.0,2.92,229907,229907,94,1440,104648,36154,32776,180736,16390
gemm-dse:gemm-1-2-1-2-0-4-2,2,3,2,3,1,8,4,4.0,2.92,835644,835644,128,260,28743,39411,32777,786461,16400
gemm-dse:gemm-0-0-0-1-1-2-4,1,1,1,2,2,4,8,4.0,2.92,1097765,1097765,90,352,28430,19457,32776,1048592,16391
gemm-dse:gemm-0-2-2-2-2-3-2,1,3,3,3,4,6,4,4.0,2.92,344132,344132,110,1030,87169,63340,32778,294947,16401
gemm-dse:gemm-0-2-2-3-2-2-4,1,3,3,4,4,4,8,4.0,2.92,262212,262212,122,1026,83597,58510,32778,213027,16401
gemm-dse:gemm-3-2-2-0-0-1-0,4,3,3,1,1,2,1,4.0,2.92,14729259,14729259,134,14,5971,5300,32778,14680075,16401
gemm-dse:gemm-2-3-3-3-3-4-4,3,4,4,4,6,8,8,4.0,2.92,170260,170260,130,1560,113978,43192,32777,121088,16390
gemm-dse:gemm-3-2-1-3-3-1-3,4,3,2,4,6,2,6,4.0,2.92,159006,159006,130,1548,113989,51677,32777,109834,16390
gemm-dse:gemm-1-2-2-3-2-2-1,2,3,3,4,4,4,2,4.0,2.92,245816,245816,134,1026,81278,55833,32778,196631,16401
gemm-dse:gemm-0-1-3-2-2-4-2,1,2,4,3,4,8,4,4.0,2.92,311342,311342,110,734,57951,29703,32777,262158,16401
gemm-dse:gemm-3-3-0-2-3-4-3,4,4,1,3,6,8,6,4.0,2.92,376361,376361,102,1550,114974,43784,32777,327178,16401
gemm-dse:gemm-0-1-0-3-3-1-0,1,2,1,4,6,2,1,4.0,2.92,8064532,8064532,94,48,6921,5963,32776,8015360,16391
gemm-dse:gemm-3-1-0-0-3-2-1,4,2,1,1,6,4,2,4.0,2.92,592148,592148,95,1536,109871,36489,32776,542976,16391
gemm-dse:gemm-0-1-0-0-1-1-2,1,2,1,1,2,2,4,4.0,2.92,573491,573491,91,448,35219,19731,32776,524318,16391
gemm-dse:gemm-2-3-1-1-0-1-0,3,4,2,2,1,2,1,4.0,2.92,13418528,13418528,130,8,4445,4710,32777,13369355,16391
gemm-dse:gemm-1-0-2-2-3-4-1,2,1,3,3,6,8,2,4.0,2.92,330282,330282,98,1322,97905,38856,32778,281098,16401
gemm-dse:gemm-0-1-2-2-2-2-3,1,2,3,3,4,4,6,4.0,2.92,344120,344120,98,914,74083,38009,32778,294935,16401
gemm-dse:gemm-0-2-1-3-0-4-3,1,3,2,4,1,8,6,4.0,2.92,835651,835651,106,258,26902,38495,32777,786478,16390
gemm-dse:gemm-1-2-3-3-1-2-1,2,3,4,4,2,4,2,4.0,2.92,245804,245804,118,514,45565,42874,32777,196631,16390
gemm-dse:gemm-0-2-3-0-0-3-3,1,3,4,1,1,6,6,4.0,2.92,1392672,1392672,106,258,25910,15574,32777,1343498,16391
gemm-dse:gemm-1-2-0-1-2-1-1,2,3,1,2,4,2,2,4.0,2.92,311373,311373,116,1026,82238,53047,32777,262199,16391
gemm-dse:gemm-1-0-2-3-3-0-0,2,1,3,4,6,1,1,4.0,2.92,7249439,7249439,110,48,10289,8309,32777,7200256,16401
gemm-dse:gemm-1-3-1-0-2-4-0,2,4,2,1,4,8,1,4.0,2.92,7659540,7659540,96,128,13369,10813,32776,7610368,16391
gemm-dse:gemm-2-0-2-0-4-0-4,3,1,3,1,8,1,8,4.0,2.92,1441833,1441833,110,256,28159,18313,32777,1392650,16401
gemm-dse:gemm-2-3-3-3-2-1-0,3,4,4,4,4,2,1,4.0,2.92,10649620,10649620,130,32,10669,12720,32777,10600448,16390
gemm-dse:gemm-0-2-2-2-3-1-3,1,3,3,3,6,2,6,4.0,2.92,341802,341802,110,1590,121983,56024,32778,292618,16401
gemm-dse:gemm-0-1-1-3-3-4-0,1,2,2,4,6,8,1,4.0,2.92,7903251,7903251,94,192,17800,13547,32776,7854080,16390
gemm-dse:gemm-2-1-2-2-4-4-0,3,2,3,3,8,8,1,4.0,2.92,10387498,10387498,122,258,68970,67794,32778,10338314,16401
gemm-dse:gemm-1-2-2-2-1-4-3,2,3,3,3,2,8,6,4.0,2.92,344120,344120,122,518,46637,45263,32778,294935,16401
gemm-dse:gemm-3-0-1-3-3-3-4,4,1,2,4,6,6,8,4.0,2.92,156179,156179,98,1536,111424,36670,32776,107008,16390
gemm-dse:gemm-2-1-3-1-0-2-4,3,2,4,2,1,4,8,4.0,2.92,442406,442406,118,256,23434,12488,32777,393233,16390
gemm-dse:gemm-0-0-1-0-0-2-2,1,1,2,1,1,4,4,4.0,2.92,2375701,2375701,90,64,8060,13052,32776,2326528,16391
gemm-dse:gemm-3-0-1-0-1-1-1,4,1,2,1,2,2,2,4.0,2.92,311331,311331,96,392,31928,17313,32776,262158,16391
gemm-dse:gemm-3-3-2-2-4-1-0,4,4,3,3,8,2,1,4.0,2.92,10772512,10772512,102,66,14682,17172,32778,10723328,16401
gemm-dse:gemm-2-0-0-3-1-3-2,3,1,1,4,2,6,4,4.0,2.92,442428,442428,106,512,42970,29749,32777,393254,16391
gemm-dse:gemm-3-0-2-2-4-2-4,4,1,3,3,8,4,8,4.0,2.92,344108,344108,102,2050,154279,66904,32778,294923,16401
gemm-dse:gemm-2-2-2-3-2-3-1,3,3,3,4,4,6,2,4.0,2.92,573498,573498,122,1026,87301,49572,32778,524313,16401
gemm-dse:gemm-0-0-2-3-1-3-2,1,1,3,4,2,6,4,4.0,2.92,1097769,1097769,108,128,15648,17175,32777,1048585,16401
gemm-dse:gemm-3-2-2-1-2-2-3,4,3,3,2,4,4,6,4.0,2.92,442449,442449,140,1026,87486,53294,32778,393264,16401
gemm-dse:gemm-0-3-0-1-1-4-1,1,4,1,2,2,8,2,4.0,2.92,311330,311330,96,456,35931,17866,32776,262157,16391
gemm-dse:gemm-1-0-2-3-2-2-1,2,1,3,4,4,4,2,4.0,2.92,335921,335921,110,768,61661,31078,32777,286737,16401
gemm-dse:gemm-3-0-2-0-2-1-1,4,1,3,1,4,2,2,4.0,2.92,573481,573481,102,1024,78543,32113,32777,524297,16401
gemm-dse:gemm-3-1-0-3-0-4-2,4,2,1,4,1,8,4,4.0,2.92,311326,311326,98,240,20205,8529,32776,262153,16391
gemm-dse:gemm-1-3-3-0-0-2-0,2,4,4,1,1,4,1,4.0,2.92,7716884,7716884,98,16,3489,4123,32776,7667712,16391
gemm-dse:gemm-1-0-3-2-3-0-4,2,1,4,3,6,1,8,4.0,2.92,1744415,1744415,110,104,13896,9342,32777,1695232,16401
gemm-dse:gemm-2-3-2-0-2-2-4,3,4,3,1,4,4,8,4.0,2.92,573489,573489,134,1024,85275,43114,32777,524305,16401
gemm-dse:gemm-2-0-1-0-4-4-2,3,1,2,1,8,8,4,4.0,2.92,352325,352325,104,2048,153758,64554,32777,303151,16391
gemm-dse:gemm-2-3-3-1-1-3-1,3,4,4,2,2,6,2,4.0,2.92,213034,213034,130,512,45465,31231,32777,163861,16390
gemm-dse:gemm-3-3-0-3-1-4-3,4,4,1,4,2,8,6,4.0,2.92,180252,180252,98,512,38407,14891,32776,131079,16391
gemm-dse:gemm-3-0-1-1-4-1-2,4,1,2,2,8,2,4,4.0,2.92,225317,225317,98,1984,139721,50751,32776,176144,16391
gemm-dse:gemm-0-0-2-3-4-0-1,1,1,3,4,8,1,2,4.0,2.92,2711583,2711583,108,20,8150,8803,32777,2662400,16401
gemm-dse:gemm-3-3-1-1-1-3-3,4,4,2,2,2,6,6,4.0,2.92,180258,180258,98,512,38624,15689,32776,131085,16391
gemm-dse:gemm-3-3-1-0-4-2-0,4,4,2,1,8,4,1,4.0,2.92,7753748,7753748,96,128,13441,16061,32776,7704576,16391
gemm-dse:gemm-0-0-1-0-2-1-0,1,1,2,1,4,2,1,4.0,2.92,7823380,7823380,90,8,2700,3496,32776,7774208,16391
gemm-dse:gemm-2-0-2-1-0-4-3,3,1,3,2,1,8,6,4.0,2.92,1032261,1032261,116,256,26179,25066,32777,983077,16401
gemm-dse:gemm-1-2-1-0-4-0-2,2,3,2,1,8,1,4,4.0,2.92,1982495,1982495,116,258,34342,22253,32777,1933322,16391
gemm-dse:gemm-3-3-0-3-2-3-2,4,4,1,4,4,6,4,4.0,2.92,180260,180260,98,1024,73317,25376,32776,131087,16391
gemm-dse:gemm-0-2-3-0-4-1-1,1,3,4,1,8,2,2,4.0,2.92,262201,262201,106,2050,149980,79789,32777,213027,16391
gemm-dse:gemm-1-0-2-1-2-0-2,2,1,3,2,4,1,4,4.0,2.92,1671199,1671199,104,64,9416,7555,32777,1622016,16401
gemm-dse:gemm-1-0-3-2-0-4-1,2,1,4,3,1,8,2,4.0,2.92,1097766,1097766,110,82,11957,15714,32777,1048582,16401
gemm-dse:gemm-2-2-3-3-2-1-4,3,3,4,4,4,2,8,4.0,2.92,573528,573528,106,1026,85915,48033,32778,524354,16390
gemm-dse:gemm-3-3-3-2-0-3-4,4,4,4,3,1,6,8,4.0,2.92,344105,344105,114,258,24062,12177,32777,294921,16401
gemm-dse:gemm-3-0-3-3-3-2-3,4,1,4,4,6,4,6,4.0,2.92,199699,199699,98,1536,113861,38703,32776,150528,16390
gemm-dse:gemm-2-3-2-3-1-3-0,3,4,3,4,2,6,1,4.0,2.92,15777823,15777823,146,48,17134,14965,32777,15728640,16401
gemm-dse:gemm-1-0-3-0-4-2-1,2,1,4,1,8,4,2,4.0,2.92,241685,241685,94,2024,145042,52995,32776,192512,16391
gemm-dse:gemm-3-0-0-0-2-2-4,4,1,1,1,4,4,8,4.0,2.92,573522,573522,95,960,70213,28679,32776,524349,16391
gemm-dse:gemm-1-1-0-1-1-2-2,2,2,1,2,2,4,4,4.0,2.92,311332,311332,96,320,26452,13292,32776,262159,16391
gemm-dse:gemm-3-0-0-2-0-2-3,4,1,1,3,1,4,6,4.0,2.92,573483,573483,102,174,16890,9284,32777,524299,16401
gemm-dse:gemm-0-0-1-1-2-4-0,1,1,2,2,4,8,1,4.0,2.92,7659540,7659540,92,4,3101,5749,32776,7610368,16391
gemm-dse:gemm-1-3-3-1-1-0-1,2,4,4,2,2,1,2,4.0,2.92,1343507,1343507,98,64,7646,5249,32776,1294336,16390
gemm-dse:gemm-3-2-0-2-3-1-0,4,3,1,3,6,2,1,4.0,2.92,13574175,13574175,134,100,18668,13888,32777,13524992,16401
gemm-dse:gemm-1-3-2-3-3-1-4,2,4,3,4,6,2,8,4.0,2.92,124447,124447,114,1280,92416,31902,32777,75264,16401
gemm-dse:gemm-3-2-0-3-3-2-1,4,3,1,4,6,4,2,4.0,2.92,195871,195871,130,1548,116292,51692,32777,146698,16391
gemm-dse:gemm-1-0-1-3-4-2-4,2,1,2,4,8,4,8,4.0,2.92,180268,180268,94,2048,145548,53482,32776,131096,16390
gemm-dse:gemm-0-3-2-0-4-3-3,1,4,3,1,8,6,6,4.0,2.92,573482,573482,102,2016,150684,55836,32777,524298,16401
gemm-dse:gemm-2-1-3-0-0-4-3,3,2,4,1,1,8,6,4.0,2.92,999456,999456,118,256,24543,11843,32777,950282,16391
gemm-dse:gemm-3-3-2-3-3-3-4,4,4,3,4,6,6,8,4.0,2.92,98079,98079,114,1560,110215,37891,32777,48896,16401
gemm-dse:gemm-1-0-1-1-0-3-1,2,1,2,2,1,6,2,4.0,2.92,1097755,1097755,94,144,13720,13853,32776,1048582,16391
gemm-dse:gemm-0-1-0-3-2-0-3,1,2,1,4,4,1,6,4.0,2.92,2383892,2383892,94,128,12063,6537,32776,2334720,16391
gemm-dse:gemm-0-0-2-0-0-2-2,1,1,3,1,1,4,4,4.0,2.92,2146342,2146342,96,36,7670,13325,32777,2097158,16401
gemm-dse:gemm-3-1-2-0-1-4-2,4,2,3,1,2,8,4,4.0,2.92,622624,622624,102,512,42464,20685,32777,573440,16401
gemm-dse:gemm-2-2-2-1-1-1-1,3,3,3,2,2,2,2,4.0,2.92,1097798,1097798,116,514,49027,35942,32778,1048613,16401
gemm-dse:gemm-2-1-2-2-2-3-4,3,2,3,3,4,6,8,4.0,2.92,344120,344120,122,1026,85383,49029,32778,294935,16401
gemm-dse:gemm-2-3-1-2-4-0-2,3,4,2,3,8,1,4,4.0,2.92,1572905,1572905,140,258,33781,22114,32778,1523722,16400
gemm-dse:gemm-3-2-0-0-3-3-1,4,3,1,1,6,6,2,4.0,2.92,597023,597023,127,1548,114466,51867,32777,547850,16391
gemm-dse:gemm-3-1-1-2-1-0-0,4,2,2,3,2,1,1,4.0,2.92,6750238,6750238,108,10,4767,5372,32777,6701056,16400
gemm-dse:gemm-1-2-0-3-0-3-4,2,3,1,4,1,6,8,4.0,2.92,442414,442414,118,258,27072,36769,32777,393240,16391
gemm-dse:gemm-0-1-1-3-4-3-1,1,2,2,4,8,6,2,4.0,2.92,180268,180268,94,2016,144834,52098,32776,131096,16390
gemm-dse:gemm-0-2-2-1-1-0-1,1,3,3,2,2,1,2,4.0,2.92,3194922,3194922,116,66,11828,11338,32778,3145738,16401
gemm-dse:gemm-1-1-2-3-2-1-2,2,2,3,4,4,2,4,4.0,2.92,245808,245808,114,1024,78467,30309,32777,196624,16401
gemm-dse:gemm-0-1-1-3-1-4-2,1,2,2,4,2,8,4,4.0,2.92,573470,573470,94,424,33047,18558,32776,524298,16390
gemm-dse:gemm-2-1-0-3-4-2-4,3,2,1,4,8,4,8,4.0,2.92,180276,180276,118,2048,155051,64516,32777,131102,16391
gemm-dse:gemm-3-1-2-0-1-3-1,4,2,3,1,2,6,2,4.0,2.92,622624,622624,102,512,42464,20685,32777,573440,16401
gemm-dse:gemm-0-1-0-2-4-4-2,1,2,1,3,8,8,4,4.0,2.92,245813,245813,98,2050,150557,60304,32777,196629,16401
gemm-dse:gemm-0-3-2-2-0-2-3,1,4,3,3,1,4,6,4.0,2.92,573482,573482,102,134,15285,14333,32778,524297,16401
gemm-dse:gemm-3-3-3-3-3-1-2,4,4,4,4,6,2,4,4.0,2.92,144403,144403,98,1536,108802,38317,32776,95232,16390
gemm-dse:gemm-0-3-0-3-1-4-4,1,4,1,4,2,8,8,4.0,2.92,311324,311324,98,504,38046,15656,32776,262151,16391
gemm-dse:gemm-2-0-0-1-2-0-3,3,1,1,2,4,1,6,4.0,2.92,1785887,1785887,104,128,15593,12195,32777,1736714,16391
gemm-dse:gemm-3-0-1-0-1-4-1,4,1,2,1,2,8,2,4.0,2.92,311331,311331,96,392,31928,17313,32776,262158,16391
gemm-dse:gemm-3-3-1-3-0-2-2,4,4,2,4,1,4,4,4.0,2.92,180251,180251,98,256,21360,9298,32776,131079,16390
gemm-dse:gemm-1-2-1-0-1-2-4,2,3,2,1,2,4,8,4.0,2.92,311348,311348,116,514,47007,41346,32777,262174,16391
gemm-dse:gemm-3-3-2-1-4-0-3,4,4,3,2,8,1,6,4.0,2.92,1400863,1400863,108,256,26323,15870,32777,1351680,16401
gemm-dse:gemm-2-0-0-0-3-1-0,3,1,1,1,6,2,1,4.0,2.92,11270165,11270165,103,72,14949,9267,32777,11220992,16391
gemm-dse:gemm-3-3-3-1-3-0-0,4,4,4,2,6,1,1,4.0,2.92,6747155,6747155,98,24,6339,6946,32776,6697984,16390
gemm-dse:gemm-0-3-0-3-3-4-4,1,4,1,4,6,8,8,4.0,2.92,188948,188948,98,1408,98662,33395,32776,139776,16391
gemm-dse:gemm-3-2-2-2-0-1-1,4,3,3,3,1,2,2,4.0,2.92,344115,344115,134,262,29306,36558,32778,294930,16401
gemm-dse:gemm-0-0-3-3-3-3-1,1,1,4,4,6,6,2,4.0,2.92,369427,369427,92,1148,85994,31961,32776,320256,16390
gemm-dse:gemm-1-2-1-2-3-2-0,2,3,2,3,6,4,1,4.0,2.92,13488926,13488926,128,158,28315,26764,32777,13439744,16400
gemm-dse:gemm-3-2-1-2-0-3-0,4,3,2,3,1,6,1,4.0,2.92,31768606,31768606,140,66,14384,11552,32777,31719424,16400
gemm-dse:gemm-2-3-1-2-1-3-0,3,4,2,3,2,6,1,4.0,2.92,32096287,32096287,140,98,26214,19165,32778,32047104,16400
gemm-dse:gemm-2-2-0-2-0-1-2,3,3,1,3,1,2,4,4.0,2.92,2146370,2146370,110,262,30714,28719,32778,2097185,16401
gemm-dse:gemm-3-0-3-3-2-4-1,4,1,4,4,4,8,2,4.0,2.92,180254,180254,98,880,63850,28209,32776,131082,16390
gemm-dse:gemm-0-3-2-2-0-0-4,1,4,3,3,1,1,8,4.0,2.92,2146348,2146348,102,36,6685,5357,32778,2097163,16401
gemm-dse:gemm-3-3-1-1-2-3-2,4,4,2,2,4,6,4,4.0,2.92,180259,180259,98,1024,73465,26118,32776,131086,16391
gemm-dse:gemm-3-3-2-3-2-1-0,4,4,3,4,4,2,1,4.0,2.92,8159263,8159263,114,32,8336,8084,32777,8110080,16401
gemm-dse:gemm-1-3-1-2-4-4-1,2,4,2,3,8,8,2,4.0,2.92,147496,147496,108,2050,149584,55643,32777,98313,16400
gemm-dse:gemm-1-3-2-0-1-4-1,2,4,3,1,2,8,2,4.0,2.92,573482,573482,102,512,42276,19014,32777,524298,16401
gemm-dse:gemm-1-0-1-1-0-2-1,2,1,2,2,1,4,2,4.0,2.92,1097755,1097755,94,144,13720,13853,32776,1048582,16391
gemm-dse:gemm-1-0-0-1-1-2-0,2,1,1,2,2,4,1,4.0,2.92,7766036,7766036,92,32,4575,4237,32776,7716864,16391
gemm-dse:gemm-2-1-3-0-1-1-3,3,2,4,1,2,2,6,4.0,2.92,311341,311341,118,512,44836,30848,32777,262167,16391
gemm-dse:gemm-3-0-2-0-1-3-3,4,1,3,1,2,6,6,4.0,2.92,573472,573472,102,472,39392,20546,32777,524288,16401
gemm-dse:gemm-2-3-0-3-2-2-2,3,4,1,4,4,4,4,4.0,2.92,180274,180274,130,1024,85050,42033,32777,131100,16391
gemm-dse:gemm-0-1-2-0-4-0-2,1,2,3,1,8,1,4,4.0,2.92,2711583,2711583,98,256,23053,12287,32777,2662400,16401
gemm-dse:gemm-1-0-2-1-2-3-3,2,1,3,2,4,6,6,4.0,2.92,442411,442411,104,896,70424,32411,32777,393227,16401
gemm-dse:gemm-3-2-0-0-2-3-4,4,3,1,1,4,6,8,4.0,2.92,573524,573524,127,1026,84294,50319,32777,524350,16391
gemm-dse:gemm-1-1-0-1-2-1-1,2,2,1,2,4,2,2,4.0,2.92,311347,311347,96,1008,73238,26383,32776,262174,16391
gemm-dse:gemm-0-1-1-2-0-0-0,1,2,2,3,1,1,1,4.0,2.92,6340649,6340649,104,8,4720,5094,32777,6291466,16400
gemm-dse:gemm-0-1-1-1-1-2-3,1,2,2,2,2,4,6,4.0,2.92,573468,573468,94,448,34397,16965,32776,524295,16391
gemm-dse:gemm-0-1-2-3-1-0-2,1,2,3,4,2,1,4,4.0,2.92,2736159,2736159,110,64,8699,6100,32777,2686976,16401
gemm-dse:gemm-2-0-2-1-0-1-4,3,1,3,2,1,2,8,4.0,2.92,1032261,1032261,116,256,26179,25066,32777,983077,16401
gemm-dse:gemm-0-1-0-2-4-0-2,1,2,1,3,8,1,4,4.0,2.92,2514975,2514975,98,258,23800,13417,32777,2465792,16401
gemm-dse:gemm-0-3-0-1-0-2-4,1,4,1,2,1,4,8,4.0,2.92,573470,573470,96,128,12471,11008,32776,524297,16391
gemm-dse:gemm-1-2-1-1-4-2-3,2,3,2,2,8,4,6,4.0,2.92,180277,180277,118,2050,153096,75985,32777,131103,16391
gemm-dse:gemm-2-1-1-0-0-1-1,3,2,2,1,1,2,2,4.0,2.92,573485,573485,116,256,26598,24533,32777,524311,16391
gemm-dse:gemm-0-3-0-3-3-1-2,1,4,1,4,6,2,4,4.0,2.92,188948,188948,98,1408,98662,33395,32776,139776,16391
gemm-dse:gemm-3-0-3-2-0-1-0,4,1,4,3,1,2,1,4.0,2.92,10534943,10534943,114,10,4273,4548,32777,10485760,16401
gemm-dse:gemm-1-2-1-3-3-3-4,2,3,2,4,6,6,8,4.0,2.92,163358,163358,118,1548,113894,48322,32777,114186,16390
gemm-dse:gemm-2-2-3-0-3-1-2,3,3,4,1,6,2,4,4.0,2.92,358422,358422,106,1574,142882,51797,32778,309248,16391
gemm-dse:gemm-2-1-2-1-4-3-1,3,2,3,2,8,6,2,4.0,2.92,335927,335927,128,2048,158527,67878,32777,286743,16401
gemm-dse:gemm-2-0-0-2-0-2-4,3,1,1,3,1,4,8,4.0,2.92,835653,835653,110,258,26564,25564,32778,786468,16401
gemm-dse:gemm-0-3-3-3-4-0-3,1,4,4,4,8,1,6,4.0,2.92,2379795,2379795,98,256,21893,12287,32776,2330624,16390
gemm-dse:gemm-0-0-3-0-1-1-3,1,1,4,1,2,2,6,4.0,2.92,1212437,1212437,92,176,16602,16216,32776,1163264,16391
gemm-dse:gemm-1-1-2-2-2-2-2,2,2,3,3,4,4,4,4.0,2.92,344107,344107,102,1026,80733,36487,32778,294922,16401
gemm-dse:gemm-3-0-2-0-4-2-0,4,1,3,1,8,4,1,4.0,2.92,8085535,8085535,102,128,17353,12682,32777,8036352,16401
gemm-dse:gemm-1-1-0-2-3-2-2,2,2,1,3,6,4,4,4.0,2.92,423465,423465,102,1550,114929,42483,32777,374282,16401
gemm-dse:gemm-1-1-3-0-4-1-2,2,2,4,1,8,2,4,4.0,2.92,204821,204821,98,1960,137879,48819,32776,155648,16391
gemm-dse:gemm-0-3-2-2-0-2-0,1,4,3,3,1,4,1,4.0,2.92,11190315,11190315,102,18,6055,5990,32778,11141131,16401
gemm-dse:gemm-1-0-1-0-0-3-3,2,1,2,1,1,6,6,4.0,2.92,1327125,1327125,92,84,9795,12532,32776,1277952,16391
gemm-dse:gemm-2-2-1-2-0-0-1,3,3,2,3,1,1,2,4.0,2.92,1097782,1097782,116,56,13233,16611,32778,1048595,16400
gemm-dse:gemm-1-3-3-0-4-0-2,2,4,4,1,8,1,4,4.0,2.92,1331220,1331220,98,256,22968,10997,32776,1282048,16391
gemm-dse:gemm-1-0-1-2-1-0-4,2,1,2,3,2,1,8,4.0,2.92,1720350,1720350,104,66,8661,5702,32777,1671168,16400
gemm-dse:gemm-3-3-0-2-1-1-0,4,4,1,3,2,2,1,4.0,2.92,10453023,10453023,102,18,5164,6680,32777,10403840,16401
gemm-dse:gemm-0-1-2-0-4-1-1,1,2,3,1,8,2,2,4.0,2.92,573482,573482,98,2048,152382,58127,32777,524298,16401
gemm-dse:gemm-1-1-2-1-1-3-1,2,2,3,2,2,6,2,4.0,2.92,311338,311338,108,136,15657,11125,32777,262154,16401
gemm-dse:gemm-2-2-3-3-2-0-2,3,3,4,4,4,1,4,4.0,2.92,1818655,1818655,106,130,25976,18064,32778,1769482,16390
gemm-dse:gemm-0-2-3-0-2-1-4,1,3,4,1,4,2,8,4.0,2.92,245825,245825,106,1026,83563,56423,32777,196651,16391
gemm-dse:gemm-0-1-1-2-0-4-3,1,2,2,3,1,8,6,4.0,2.92,1097769,1097769,104,214,19913,18441,32777,1048586,16400
gemm-dse:gemm-0-1-0-2-1-1-3,1,2,1,3,2,2,6,4.0,2.92,573484,573484,98,406,34060,21395,32777,524300,16401
gemm-dse:gemm-0-2-2-2-1-2-1,1,3,3,3,2,4,2,4.0,2.92,442436,442436,110,518,48033,47889,32778,393251,16401
gemm-dse:gemm-0-2-1-2-1-3-2,1,3,2,3,2,6,4,4.0,2.92,442445,442445,116,518,45692,45355,32777,393262,16400
gemm-dse:gemm-2-0-2-1-3-0-4,3,1,3,2,6,1,8,4.0,2.92,2115615,2115615,116,216,26185,17569,32777,2066432,16401
gemm-dse:gemm-0-0-2-1-1-2-2,1,1,3,2,2,4,4,4.0,2.92,1097769,1097769,102,128,15549,17328,32777,1048585,16401
gemm-dse:gemm-0-1-1-2-4-3-4,1,2,2,3,8,6,8,4.0,2.92,196662,196662,104,2050,150665,59971,32777,147479,16400
gemm-dse:gemm-0-0-1-0-0-1-4,1,1,2,1,1,2,8,4.0,2.92,2375701,2375701,90,64,8060,13052,32776,2326528,16391
gemm-dse:gemm-3-3-0-1-0-1-1,4,4,1,2,1,2,2,4.0,2.92,311330,311330,96,256,21265,8838,32776,262157,16391
gemm-dse:gemm-2-1-3-0-4-0-0,3,2,4,1,8,1,1,4.0,2.92,7168021,7168021,118,32,11079,10619,32777,7118848,16391
gemm-dse:gemm-3-0-3-2-1-1-3,4,1,4,3,2,2,6,4.0,2.92,442411,442411,114,402,34226,22774,32777,393227,16401
gemm-dse:gemm-2-1-2-0-4-2-2,3,2,3,1,8,4,4,4.0,2.92,598080,598080,122,2048,161227,67751,32777,548896,16401
gemm-dse:gemm-0-0-2-1-3-4-1,1,1,3,2,6,8,2,4.0,2.92,339999,339999,102,1120,83896,30237,32777,290816,16401
gemm-dse:gemm-2-0-3-0-1-2-2,3,1,4,1,2,4,4,4.0,2.92,720953,720953,106,512,43190,30805,32777,671779,16391
gemm-dse:gemm-0-3-3-3-3-3-2,1,4,4,4,6,6,4,4.0,2.92,158739,158739,98,1404,98936,35815,32776,109568,16390
gemm-dse:gemm-0-1-3-1-1-1-4,1,2,4,2,2,2,8,4.0,2.92,573470,573470,94,424,33235,16899,32776,524298,16390
gemm-dse:gemm-2-0-0-3-3-1-4,3,1,1,4,6,2,8,4.0,2.92,200981,200981,106,1408,104850,39126,32777,151808,16391
gemm-dse:gemm-0-2-2-1-3-2-1,1,3,3,2,6,4,2,4.0,2.92,207914,207914,116,1574,116717,50575,32778,158730,16401
gemm-dse:gemm-0-2-0-3-4-1-4,1,3,1,4,8,2,8,4.0,2.92,180308,180308,106,2050,156096,80100,32777,131134,16391
gemm-dse:gemm-2-3-2-3-4-3-2,3,4,3,4,8,6,4,4.0,2.92,213062,213062,146,2048,156696,67778,32777,163878,16401
gemm-dse:gemm-1-0-2-0-0-4-1,2,1,3,1,1,8,2,4.0,2.92,1294368,1294368,98,84,11662,13698,32777,1245184,16401
gemm-dse:gemm-3-0-1-0-4-2-0,4,1,2,1,8,4,1,4.0,2.92,7753748,7753748,96,128,12621,9921,32776,7704576,16391
gemm-dse:gemm-0-2-0-0-3-3-2,1,3,1,1,6,6,4,4.0,2.92,609311,609311,103,1550,114239,49503,32777,560138,16391
gemm-dse:gemm-0-2-2-0-4-2-3,1,3,3,1,8,4,6,4.0,2.92,573540,573540,110,2050,163198,84523,32778,524355,16401
